13.0000697431,2.99983872345,13.0001459179,2.99998754013,-21.6750352613,-47814810.9937,-47814832.6687
13.0000037696,2.99994533853,12.9999828269,2.99999395821,-21.6753698142,-47814466.2368,-47814487.9122
13.0002217724,2.99998613361,12.9998301103,2.99990351558,-21.6751698808,-47814508.5886,-47814530.2638
13.0001902134,2.99993273955,13.000058675,2.99988366172,-21.6750259141,-47814833.1114,-47814854.7864
12.9997438966,2.99990684844,12.9998827685,2.99993520118,-21.6742464639,-47813945.4242,-47813967.0984
12.9998825542,2.99999000322,13.0000773473,2.99995483445,-21.6753630179,-47814451.6818,-47814473.3571
13.0000070174,2.99998461743,13.000175972,2.99986004096,-21.6750966108,-47814773.2162,-47814794.8913
12.9997165462,2.99983095751,12.9998399143,2.9998748995,-21.6733240674,-47813831.3553,-47813853.0287
13.0000111502,2.99997653218,13.000178557,2.99984074784,-21.6749424295,-47814781.3047,-47814802.9797
12.9997089524,2.99980988643,12.9998280159,2.99985815677,-21.6730679713,-47813799.6804,-47813821.3534
13.0000018359,2.99998386352,13.0001817395,2.99984957724,-21.6750301903,-47814774.5771,-47814796.2522
12.9998050952,2.99986624703,12.9999402513,2.99985876453,-21.6737223028,-47814113.7273,-47814135.401
13.0000177719,2.99998504663,13.0001888736,2.99989289879,-21.6753318014,-47814810.6547,-47814832.3301
13.0000424058,2.99994660232,13.0001218426,2.99987490515,-21.6749295893,-47814734.0459,-47814755.7208
13.0000330336,2.99999784506,13.0000371015,2.99991094798,-21.6753121099,-47814590.7574,-47814612.4327
13.0000207275,2.99996988966,13.0001550012,2.99986579963,-21.6750319026,-47814758.1045,-47814779.7796
12.9996367046,2.99960941521,12.9997148134,2.99969886566,-21.6706316083,-47813498.2403,-47813519.911
13.0000159587,2.9999943446,13.0002096524,2.99990952262,-21.6755157747,-47814842.8414,-47814864.5169
13.0002329849,2.99971965372,13.0002013098,2.99960651126,-21.6723630434,-47815090.7859,-47815112.4583
12.9996211583,2.99997505825,13.0001352488,2.99976710774,-21.6738418695,-47814168.2737,-47814189.9475
12.9997798012,2.99984520178,12.9998463563,2.99988412206,-21.6735693959,-47813929.5622,-47813951.2357
13.0000161145,2.99999354574,13.0002078671,2.99990809435,-21.6754999682,-47814840.0775,-47814861.753
