12.9999075887,2.99995800405,12.9999021063,2.99988653105,-21.6745359174,-47814199.6181,-47814221.2926
12.9998736989,2.99993817153,12.9998582217,2.99984374412,-21.6740435686,-47814079.1741,-47814100.8482
13.00004048,2.99995192237,12.9999381246,2.99994198045,-21.6750854687,-47814441.0879,-47814462.763
13.0000683819,2.99991822185,12.9998852332,2.99990412593,-21.6746186762,-47814388.9753,-47814410.6499
13.0000677516,2.99993611544,12.9999259504,2.9999906853,-21.6753054999,-47814460.6001,-47814482.2754
12.9999344944,2.99999889549,12.9999201927,2.99988971986,-21.6748678812,-47814267.7638,-47814289.4387
12.9998982145,2.99989731891,13.0000245005,2.99990989748,-21.6744815423,-47814380.7684,-47814402.4428
13.000030055,2.99996074933,13.0000246623,2.99991496774,-21.675090529,-47814564.8986,-47814586.5737
12.9998308185,2.99998241311,13.0000799645,2.99989331148,-21.6748746826,-47814380.2767,-47814401.9516
12.9998646135,2.99990822866,13.0000192427,2.99993225149,-21.6746228264,-47814328.3912,-47814350.0658
13.0002679407,2.9997825604,13.0000907265,2.9999947327,-21.6749559969,-47814988.6197,-47815010.2947
